"Certifier Name","Operation Name","Physical Address: Street 1","Physical Address: Street 2","Physical Address: City","Physical Address: State/Province","Physical Address: ZIP/ Postal Code","Broker","Community Supported Agriculture (CSA)","Co-Packer","Dairy","Distributor","Marketer/Trader","Restaurant","Retail Food Establishment","Poultry","Private Labeler","Slaughterhouse","Storage","Grower Group","Data as of Date","Organic Certificate","addresses","lon","lat"
"Pennsylvania Certified Organic","Hallman Farm Inc.","993 Rawls Club Rd",NA,"Fuquay-Varina","North Carolina","27256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"993 Rawls Club Rd, Fuquay-Varina, North Carolina, 27256",-78.7985966,35.5376724
"CCOF Certification Services, LLC","Big Boss Baking Company Dba Big Boss Baking Company","629 McWay Dr.",NA,"High Point","North Carolina","27263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"629 McWay Dr., High Point, North Carolina, 27263",-79.9694966,35.9420863
"International Certification Services, Inc","Cecil Farms Inc","1113 Liberty Rd",NA,"Archdale","North Carolina","27263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,NA,"1113 Liberty Rd, Archdale, North Carolina, 27263",-79.9439467,35.9281596
"Baystate Organic Certifiers","Creative Snacks Co., LLC","4165 Mendenhall Oaks Pkwy.",NA,"High Point","North Carolina","27265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23,NA,"4165 Mendenhall Oaks Pkwy., High Point, North Carolina, 27265",-79.9563855,36.047804
"Pennsylvania Certified Organic","Joe Van Gogh Coffee","505-101 Meadowland Drive",NA,"Hillsborough","North Carolina","27278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"505-101 Meadowland Drive, Hillsborough, North Carolina, 27278",-79.0750589,36.0606134
"International Certification Services, Inc","Beard, Cory dba Beard Farm","13515 E Old US Hwy 64",NA,"Lexington","North Carolina","27282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"13515 E Old US Hwy 64, Lexington, North Carolina, 27282",-80.063802,35.730705
"International Certification Services, Inc","Grayrock Farms LLC","74 Chambers Loop Rd",NA,"Timberlake","North Carolina","27283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-10,NA,"74 Chambers Loop Rd, Timberlake, North Carolina, 27283",-78.929532,36.2743794
"International Certification Services, Inc","Byerly, Daniel","5540 Oscar Lane",NA,"Kernersville","North Carolina","27284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-17,NA,"5540 Oscar Lane, Kernersville, North Carolina, 27284",-80.118257,36.0323459
"International Certification Services, Inc","Weavil, Lucas weavil","4685 High Point Rd",NA,"Kernersville","North Carolina","27284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-27,NA,"4685 High Point Rd, Kernersville, North Carolina, 27284",-80.0889608,36.0351506
"International Certification Services, Inc","Willis, Ronnie S.","4781 NC Hwy 119N",NA,"Leasburg","North Carolina","27291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-27,NA,"4781 NC Hwy 119N, Leasburg, North Carolina, 27291",-79.2198856,36.3906783
"Pennsylvania Certified Organic","Beard Farm","13515 E. Old Hwy 64",NA,"Lexington","North Carolina","27292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"13515 E. Old Hwy 64, Lexington, North Carolina, 27292",-80.063802,35.730705
"Pennsylvania Certified Organic","Performance Farms","2796 Hannerville Rd",NA,"Lexington","North Carolina","27292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2796 Hannerville Rd, Lexington, North Carolina, 27292",-80.0629969,35.7519361
"International Certification Services, Inc","Valley Farm","2794 Hannerville Rd",NA,"Lexington","North Carolina","27292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2794 Hannerville Rd, Lexington, North Carolina, 27292",-80.0630272,35.7519431
"Pennsylvania Certified Organic","Valley Farms","8023 Old US Hwy 64 E.",NA,"Lexington","North Carolina","27292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"8023 Old US Hwy 64 E., Lexington, North Carolina, 27292",-80.0529813,35.7338599
"Pennsylvania Certified Organic","Fogleman Dairy","9144 Sylvan Road",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"9144 Sylvan Road, Liberty, North Carolina, 27298",-79.46108,35.849693
"International Certification Services, Inc","Groninger, Tommy","6453 Beulah Church Road",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"6453 Beulah Church Road, Liberty, North Carolina, 27298",-79.5805873,35.9442877
"International Certification Services, Inc","James Daniels dba P & J Farms","4116 Herman Husband Rd.",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"4116 Herman Husband Rd., Liberty, North Carolina, 27298",NA,NA
"Pennsylvania Certified Organic","P&J Farms, Inc.","4116 Herman Husband Rd",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"4116 Herman Husband Rd, Liberty, North Carolina, 27298",-79.6152952,35.8623972
"Baystate Organic Certifiers","Thomas Quentin Fox White dba White & White Farms","7441 Silk Hope Road",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-16,NA,"7441 Silk Hope Road, Liberty, North Carolina, 27298",-79.5503557,35.8472964
"Pennsylvania Certified Organic","Tommy Groninger","6453 Beulah Church Rd",NA,"Liberty","North Carolina","27298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"6453 Beulah Church Rd, Liberty, North Carolina, 27298",-79.5805873,35.9442877
"International Certification Services, Inc","Anderson, Larry","5873 Anderson Brs. Trail",NA,"Mebane","North Carolina","27302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-18,NA,"5873 Anderson Brs. Trail, Mebane, North Carolina, 27302",-79.2897889,36.2417685
"International Certification Services, Inc","John Dameron","5857 Park Springs Road",NA,"Pelham","North Carolina","27311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-03-08,NA,"5857 Park Springs Road, Pelham, North Carolina, 27311",-79.4455781,36.4535724
"International Certification Services, Inc","Acorn Ridge","447 Johnny Lidley Road",NA,"Snow Camp","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-13,NA,"447 Johnny Lidley Road, Snow Camp, North Carolina, 27312",-79.3926654,35.8166268
"Pennsylvania Certified Organic","Acorn Ridge","447 Johnny Lindley Road",NA,"Snow Camp","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"447 Johnny Lindley Road, Snow Camp, North Carolina, 27312",-79.3926654,35.8166268
"CCOF Certification Services, LLC","Carolina Farm Stewardship Association Dba Elma C. Lomax Incubator Farm","3445 Atando Road",NA,"Concord","North Carolina","28025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"3445 Atando Road, Concord, North Carolina, 28025",-80.5352251,35.3692222
"Pennsylvania Certified Organic","Coble Farm","557 Center Church Road",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"557 Center Church Road, Pittsboro, North Carolina, 27312",-79.3453456,35.8317814
"International Certification Services, Inc","Coble, William dba Coble Farm","557 Center Church Road",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"557 Center Church Road, Pittsboro, North Carolina, 27312",-79.3453456,35.8317814
"Pennsylvania Certified Organic","Glosson Farm","9680 NC 87 N",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"9680 NC 87 N, Pittsboro, North Carolina, 27312",-79.264988,35.840345
"International Certification Services, Inc","Glosson, John S.","9680 NC 87 North",NA,"Pitssboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"9680 NC 87 North, Pitssboro, North Carolina, 27312",-79.264988,35.840345
"International Certification Services, Inc","Harland's Creek Farm","97 Plantation Drive",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-24,NA,"97 Plantation Drive, Pittsboro, North Carolina, 27312",-79.240718,35.732542
"International Certification Services, Inc","Nelson Bowers Farm","2235 Van Thomas Road",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2235 Van Thomas Road, Pittsboro, North Carolina, 27312",-79.3521562,35.807927
"Pennsylvania Certified Organic","Nelson Bowers Farm","2235 Van Thomas Rd",NA,"Pittsboro","North Carolina","27312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2235 Van Thomas Rd, Pittsboro, North Carolina, 27312",-79.3521562,35.807927
"International Certification Services, Inc","Oakley, Jeffrey T.","1361 Painter Rd",NA,"Prospect Hill","North Carolina","27314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20,NA,"1361 Painter Rd, Prospect Hill, North Carolina, 27314",-79.1741542,36.2690049
"Pennsylvania Certified Organic","Alan Coble Farm","1701 Patterson Grove Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"1701 Patterson Grove Road, Ramseur, North Carolina, 27316",NA,NA
"Pennsylvania Certified Organic","Anderson Farm","6590 Lanes Mill Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"6590 Lanes Mill Road, Ramseur, North Carolina, 27316",-79.5997791,35.6442243
"Pennsylvania Certified Organic","Cain Farm","2594 Shade Grove Church Rd",NA,"Staley","North Carolina","27355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2594 Shade Grove Church Rd, Staley, North Carolina, 27355",-79.5773591,35.8043472
"International Certification Services, Inc","Cain, Mitch dba Cain Farm","2594 Shady Grove Ch. Rd.",NA,"Staley","North Carolina","27355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2594 Shady Grove Ch. Rd., Staley, North Carolina, 27355",-79.5773591,35.8043472
"International Certification Services, Inc","Coble, Alan","1701 Patterson Grove Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"1701 Patterson Grove Road, Ramseur, North Carolina, 27316",-79.6572105,35.7695599
"International Certification Services, Inc","Hearndon, Donald","1225 Stout Acres Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-24,NA,"1225 Stout Acres Road, Ramseur, North Carolina, 27316",-79.6381022,35.7114669
"International Certification Services, Inc","James Randall Smith","3102 Macon Farm Rd.",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"3102 Macon Farm Rd., Ramseur, North Carolina, 27316",-79.6398589,35.6551222
"Pennsylvania Certified Organic","Jeff Burgess","1887 Mill Creek Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"1887 Mill Creek Road, Ramseur, North Carolina, 27316",-79.641201,35.692952
"International Certification Services, Inc","KNK Farms","3100 Macon Farm Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"3100 Macon Farm Road, Ramseur, North Carolina, 27316",-79.639858,35.6551388
"Pennsylvania Certified Organic","KNK Farms","3100 Macon Farm Rd",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"3100 Macon Farm Rd, Ramseur, North Carolina, 27316",-79.639858,35.6551388
"Pennsylvania Certified Organic","M&M Farm","6489 Hinshaw Town Rd",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"6489 Hinshaw Town Rd, Ramseur, North Carolina, 27316",-79.632864,35.667063
"International Certification Services, Inc","Moffitt, Tim","6489 Hinshaw Town Road",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"6489 Hinshaw Town Road, Ramseur, North Carolina, 27316",-79.632864,35.667063
"Pennsylvania Certified Organic","Randy Smith","3102 Macon Farm Rd",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"3102 Macon Farm Rd, Ramseur, North Carolina, 27316",-79.6398589,35.6551222
"International Certification Services, Inc","Burrows, Tony dba Hickory Hill Farm","3141 Old Crossing Drive",NA,"Randlem","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"3141 Old Crossing Drive, Randlem, North Carolina, 27317",-79.738814,35.7620379
"International Certification Services, Inc","Donald Ray Parrish III","3558 Heath Dairy Rd",NA,"Randleman","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-26,NA,"3558 Heath Dairy Rd, Randleman, North Carolina, 27317",NA,NA
"Pennsylvania Certified Organic","Hickory Hill Farm","3141 Old Crossing Drive",NA,"Randleman","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"3141 Old Crossing Drive, Randleman, North Carolina, 27317",-79.738814,35.7620379
"Global Organic Alliance, Inc","Mike Morgan Farm","7072 Mundy Creek Rd & 7047 Stanley Rd",NA,"High Point","North Carolina","27263",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"7072 Mundy Creek Rd & 7047 Stanley Rd, High Point, North Carolina, 27263",NA,NA
"International Certification Services, Inc","Page, Ann Marie","137 Kent Rd",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-29,NA,"137 Kent Rd, Reidsville, North Carolina, 27320",-79.6368108,36.4319765
"International Certification Services, Inc","Hare, Joy","3008 Spies Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"3008 Spies Road, Robbins, North Carolina, 27325",NA,NA
"International Certification Services, Inc","Joseph Grant Maness dba New Beginning","2343 Cedar Hill Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2343 Cedar Hill Road, Robbins, North Carolina, 27325",-79.6121,35.49625
"Pennsylvania Certified Organic","Joy Hare Farm","3008 Spies Rd",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"3008 Spies Rd, Robbins, North Carolina, 27325",-79.6817611,35.4295553
"International Certification Services, Inc","Kennedy Farm","296 Northcutt Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"296 Northcutt Road, Robbins, North Carolina, 27325",-79.666642,35.4709689
"Pennsylvania Certified Organic","Kennedy Farm","296 Northcutt Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"296 Northcutt Road, Robbins, North Carolina, 27325",-79.666642,35.4709689
"International Certification Services, Inc","Miriam Sheffield Farm","140 Trivette Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"140 Trivette Road, Robbins, North Carolina, 27325",-79.4566351,35.4961619
"Pennsylvania Certified Organic","Miriam Sheffield Farm","140 Trivett Rd",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"140 Trivett Rd, Robbins, North Carolina, 27325",-79.4566351,35.4961619
"Pennsylvania Certified Organic","New Beginning","2343 Cedar Hill Rd",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2343 Cedar Hill Rd, Robbins, North Carolina, 27325",-79.6121,35.49625
"Pennsylvania Certified Organic","Sweet P's Poultry","240 Northcutt Road",NA,"Robbins","North Carolina","27325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"240 Northcutt Road, Robbins, North Carolina, 27325",-79.6676641,35.4724231
"International Certification Services, Inc","Norman Thomas French","236 Birch Fork Rd",NA,"Ruffin","North Carolina","27326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"236 Birch Fork Rd, Ruffin, North Carolina, 27326",-79.629808,36.473704
"Pennsylvania Certified Organic","Arrowhead Poultry","6726 Carbonton Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"6726 Carbonton Road, Sanford, North Carolina, 27330",NA,NA
"Pennsylvania Certified Organic","Blakely Farms","6726 Carbonton Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"6726 Carbonton Road, Sanford, North Carolina, 27330",-79.3357852,35.5162621
"International Certification Services, Inc","Blakely, Larry","6726 Carbontonn Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"6726 Carbontonn Road, Sanford, North Carolina, 27330",-79.3357852,35.5162621
"Pennsylvania Certified Organic","David Thomas","2360 Riddle Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2360 Riddle Road, Sanford, North Carolina, 27330",-79.1242628,35.5152346
"International Certification Services, Inc","Harrington Brothers Poultry","1508 Pumping Station Rd.",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"1508 Pumping Station Rd., Sanford, North Carolina, 27330",-79.1121729,35.4805345
"Pennsylvania Certified Organic","Harrington Brothers Poultry","1508 Pumping Station Rd",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"1508 Pumping Station Rd, Sanford, North Carolina, 27330",-79.1121729,35.4805345
"International Certification Services, Inc","Payne, Robert","4974 Lower Moncure Rd.",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"4974 Lower Moncure Rd., Sanford, North Carolina, 27330",-79.089636,35.5824413
"Pennsylvania Certified Organic","Pilgrim's Sanford Processing","484 Zimmerman Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"484 Zimmerman Road, Sanford, North Carolina, 27330",-79.2349264,35.5607976
"Pennsylvania Certified Organic","Ragan Farms","636 Ragan Rd",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"636 Ragan Rd, Sanford, North Carolina, 27330",-79.0788195,35.5878295
"International Certification Services, Inc","Ragan, Tony dba Ragan Farm","636 Ragan Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"636 Ragan Road, Sanford, North Carolina, 27330",-79.0788195,35.5878295
"Pennsylvania Certified Organic","Robert Payne Farm","4974 Lower Moncure Rd",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"4974 Lower Moncure Rd, Sanford, North Carolina, 27330",-79.089636,35.5824413
"Pennsylvania Certified Organic","Roy Wood","2016 Post Office Rd",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2016 Post Office Rd, Sanford, North Carolina, 27330",-79.126014,35.526627
"International Certification Services, Inc","Thomas, David","2360 Riddle Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2360 Riddle Road, Sanford, North Carolina, 27330",-79.1242628,35.5152346
"International Certification Services, Inc","Todd Blakly dba Arrowhead Poultry","6726 Carbonton Road",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-13,NA,"6726 Carbonton Road, Sanford, North Carolina, 27330",-79.3357852,35.5162621
"International Certification Services, Inc","Triple H Farms of Lee County Inc","2659 San Lee Drive",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2659 San Lee Drive, Sanford, North Carolina, 27330",-79.1202693,35.5007983
"Pennsylvania Certified Organic","Triple H Farms Of Lee County Inc.","2659 Sanlee Drive",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2659 Sanlee Drive, Sanford, North Carolina, 27330",-79.1202693,35.5007983
"International Certification Services, Inc","Wood, Roy","2016 Post Office Rd.",NA,"Sanford","North Carolina","27330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2016 Post Office Rd., Sanford, North Carolina, 27330",-79.126014,35.526627
"Pennsylvania Certified Organic","Bluebird Hill","2025 Mico Tower Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"2025 Mico Tower Road, Lillington, North Carolina, 27546",-79.028671,35.311993
"Pennsylvania Certified Organic","Cameron Farms","311 Bella Bridge Rd",NA,"Broadway","North Carolina","27505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,"311 Bella Bridge Rd, Broadway, North Carolina, 27505",-79.0344472,35.3394572
"International Certification Services, Inc","Cameron, Fredrick A dba Cameron FArm","311 Bella Bridge Rd",NA,"Broadway","North Carolina","27505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"311 Bella Bridge Rd, Broadway, North Carolina, 27505",-79.0344472,35.3394572
"International Certification Services, Inc","Cameron, Fredrick A. dba Bluebird Hill Farm","2025 Micro Tower Road",NA,"Lillington","North Carolina","27546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"2025 Micro Tower Road, Lillington, North Carolina, 27546",NA,NA
"International Certification Services, Inc","Paul Johnson Farm","3704 Rosser Pittman Road",NA,"Sanford","North Carolina","27332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-15,NA,"3704 Rosser Pittman Road, Sanford, North Carolina, 27332",-79.050805,35.388827
